_id,bathroom_num,bedroom_num,bizcircle_name,city,dist,distance,frame_orientation,hall_num,house_tag,house_title,latitude,layout,longitude,m_url,rent_area,rent_price_listing,rent_price_unit,resblock_name,type
5d1ad74e38a4e51e8e60b673,1,1,西乡,深圳,宝安区,,东南,0,独栋公寓 拎包入住 近地铁 开放厨房,独栋·职业房东 洋葱公寓坪洲3店 好多窗户的温馨小复式 开间,22.573461,1室0厅1卫,113.882617,https://m.lianjia.com/chuzu/sz/apartment/layout/175615.html,20,2260,元/月,,整租
5d1ae5a138a4e51e8e60edb2,2,3,民治,深圳,龙华区,,南,2,随时看房,世纪春城四期 3室2厅 复式 南,22.633358498901,3室2厅2卫,114.03864320242,https://m.lianjia.com/chuzu/sz/zufang/SZ2280913651760373760.html,104,6800,元/月,世纪春城四期,整租
5d1adb5f38a4e51e8e60c6e1,1,1,坂田,深圳,龙岗区,,西北 北,0,独栋公寓 月租 近地铁 有阳台 开放厨房 押一付一,独栋·德弘公寓 坂田店 单间 开间,22.624917,1室0厅1卫,114.067836,https://m.lianjia.com/chuzu/sz/apartment/layout/7052.html,23-27,2100-2350,元/月,,整租
5d1ad34038a4e51e8e60a631,2,4,福永,深圳,宝安区,,东南,2,,福源宇昊苑 4室2厅 东南,22.678516901025,4室2厅2卫,113.83008469376,https://m.lianjia.com/chuzu/sz/zufang/SZ2236660770463563776.html,124,4000,元/月,福源宇昊苑,整租
5d1ae28738a4e51e8e60e266,1,1,平湖,深圳,龙岗区,,西 西北 北,0,独栋公寓 月租 拎包入住 开放厨房,独栋·家+公寓 家+鸿实公寓·平湖店 标准单间 开间,22.671811,1室0厅1卫,114.119823,https://m.lianjia.com/chuzu/sz/apartment/layout/162042.html,28,1200,元/月,,整租
5d1acfd438a4e51e8e60998f,2,4,蛇口,深圳,南山区,310,西南,1,近地铁,澳城花园二期 4室1厅 西南,22.495424,4室1厅2卫,113.944992,https://m.lianjia.com/chuzu/sz/zufang/SZ2092728198222577664.html,88,20000,元/月,澳城花园二期,整租
5d1ac4e038a4e51e8e607228,1,1,梅林,深圳,福田区,657,南,1,公寓 月租 近地铁 新上 随时看房,整租·汇龙花园 1室1厅 南,22.579251931501,1室1厅1卫,114.07039021958,https://m.lianjia.com/chuzu/sz/zufang/SZ2286958205903052800.html,41,5130,元/月,汇龙花园,整租
5d1ae33d38a4e51e8e60e43a,2,4,红山,深圳,龙华区,1122,东南 北,2,精装,城投七里香榭 4室2厅 东南/北,22.636701245627,4室2厅2卫,114.03239048173,https://m.lianjia.com/chuzu/sz/zufang/SZ2278741019073708032.html,110,7000,元/月,城投七里香榭,整租
5d1adf7738a4e51e8e60d6cd,1,1,龙岗中心城,深圳,龙岗区,,南,0,新上 随时看房,招商依山郡 1室0厅 南,22.734888,1室0厅1卫,114.225089,https://m.lianjia.com/chuzu/sz/zufang/SZ2290519391642583040.html,42,2200,元/月,招商依山郡,整租
5d1adeeb38a4e51e8e60d4b7,1,1,龙岗双龙,深圳,龙岗区,,南,0,独栋公寓 拎包入住 近地铁 开放厨房 押一付一,独栋·职业房东 苏鹿店 大复式 开间,22.734827,1室0厅1卫,114.281895,https://m.lianjia.com/chuzu/sz/apartment/layout/116419.html,22,1750,元/月,,整租
5d1ad53f38a4e51e8e60ae20,1,2,沙井,深圳,宝安区,,东南,1,独栋公寓 月租 拎包入住 近地铁 有阳台 开放厨房,独栋·职业房东 摩卡公寓15号 两房一厅 2室1厅,22.735485,2室1厅1卫,113.828319,https://m.lianjia.com/chuzu/sz/apartment/layout/81760.html,50,2380-2480,元/月,,整租
5d1ac10438a4e51e8e60643d,1,1,新秀,深圳,罗湖区,567,西,1,近地铁 新上 随时看房,京基东方都会 1室1厅 西,22.554348512843,1室1厅1卫,114.14956451953,https://m.lianjia.com/chuzu/sz/zufang/SZ2285420186813612032.html,36,3900,元/月,京基东方都会,整租
5d1ac89e38a4e51e8e607fa7,1,1,大学城,深圳,南山区,,南,1,独栋公寓 月租 有阳台 押一付一 新上,独栋·集悦城@塘朗总店 B33栋 塘朗集悦城免两月房租 1室1厅,22.592188,1室1厅1卫,113.994712,https://m.lianjia.com/chuzu/sz/apartment/layout/180693.html,29,3150,元/月,,整租
5d1ac5dd38a4e51e8e6075bd,1,1,石厦,深圳,福田区,,南,0,公寓 精装,整租·石厦村 1室0厅 南,22.527451,1室0厅1卫,114.056288,https://m.lianjia.com/chuzu/sz/zufang/SZ2281650791821344768.html,25,4000,元/月,石厦村,整租
5d1acbfd38a4e51e8e608b93,1,2,南山中心,深圳,南山区,,东南,1,新上,城市山林 2室1厅 东南,22.515979136587,2室1厅1卫,113.92131353383,https://m.lianjia.com/chuzu/sz/zufang/SZ2288263079387480064.html,78,9000,元/月,城市山林,整租
5d1acabf38a4e51e8e6086cf,1,1,科技园,深圳,南山区,238,西,1,公寓 近地铁 精装 随时看房,整租·大冲新城花园 1室1厅 西,22.547709,1室1厅1卫,113.957672,https://m.lianjia.com/chuzu/sz/zufang/SZ2272390174581465088.html,50,6400,元/月,大冲新城花园,整租
5d1ac58738a4e51e8e607484,1,1,石厦,深圳,福田区,,东南,0,独栋公寓 月租 拎包入住 近地铁 开放厨房,独栋·职业房东 石厦D店 绿色百草园 开间,22.526569,1室0厅1卫,114.057105,https://m.lianjia.com/chuzu/sz/apartment/layout/168326.html,28,3490-3590,元/月,,整租
5d1ac08638a4e51e8e606286,1,2,螺岭,深圳,罗湖区,533,东南,1,近地铁,东门168 2室1厅 东南,22.555890141396,2室1厅1卫,114.13410931444,https://m.lianjia.com/chuzu/sz/zufang/SZ2246430212940644352.html,54,5300,元/月,东门168,整租
5d1acc4f38a4e51e8e608cc8,1,3,南山中心,深圳,南山区,952,东,1,公寓 近地铁 精装 随时看房,整租·怡海广场 3室1厅 东,22.522094,3室1厅1卫,113.932194,https://m.lianjia.com/chuzu/sz/zufang/SZ2260601587783712768.html,93,6200,元/月,怡海广场,整租
5d1ae17738a4e51e8e60de27,1,2,龙岗中心城,深圳,龙岗区,179,东南,1,近地铁,东方明珠城 2室1厅 东南,22.72516903961,2室1厅1卫,114.26058199785,https://m.lianjia.com/chuzu/sz/zufang/SZ2264886430751006720.html,63,3500,元/月,东方明珠城,整租
5d1af3d138a4e51e8e612027,2,5,桃源居,深圳,宝安区,,南,1,公寓 随时看房,合租·桃源居十六区 5居室 南卧,22.624522,5室1厅2卫,113.872584,https://m.lianjia.com/chuzu/sz/zufang/SZ2200626011392458752.html,14,1490,元/月,桃源居十六区,合租
5d1ac8ea38a4e51e8e6080bf,2,3,红树湾,深圳,南山区,144,南,1,近地铁 随时看房,中信红树湾南区 3室1厅 南,22.533048522443,3室1厅2卫,113.97173247467,https://m.lianjia.com/chuzu/sz/zufang/SZ2255100089238560768.html,173,26000,元/月,中信红树湾南区,整租
