longitude,latitude,dist,latlon
121.461814,31.227862,静安,"121.461814,31.227862"
121.457879,31.225266,静安,"121.457879,31.225266"
121.44495,31.222726,静安,"121.44495,31.222726"
121.449197,31.232607,静安,"121.449197,31.232607"
121.44495,31.222726,静安,"121.44495,31.222726"
121.461678,31.229699,静安,"121.461678,31.229699"
121.4520058,31.22404769,静安,"121.4520058,31.22404769"
121.461814,31.227862,静安,"121.461814,31.227862"
121.4561644,31.22344996,静安,"121.4561644,31.22344996"
121.453162,31.231687,静安,"121.453162,31.231687"
121.4460832,31.2213477,静安,"121.4460832,31.2213477"
121.461814,31.227862,静安,"121.461814,31.227862"
121.461814,31.227862,静安,"121.461814,31.227862"
121.447019,31.227384,静安,"121.447019,31.227384"
121.447019,31.227384,静安,"121.447019,31.227384"
121.461678,31.229699,静安,"121.461678,31.229699"
121.4561664,31.22723736,静安,"121.4561664,31.22723736"
121.45304,31.222994,静安,"121.45304,31.222994"
121.4452055,31.2249775,静安,"121.4452055,31.2249775"
121.444062,31.225584,静安,"121.444062,31.225584"
121.447019,31.227384,静安,"121.447019,31.227384"
121.444684,31.230394,静安,"121.444684,31.230394"
121.454524,31.223514,静安,"121.454524,31.223514"
121.452247,31.222466,静安,"121.452247,31.222466"
121.444579,31.223408,静安,"121.444579,31.223408"
121.45253,31.23276,静安,"121.45253,31.23276"
121.447019,31.227384,静安,"121.447019,31.227384"
121.457217,31.2267,静安,"121.457217,31.2267"
121.444579,31.223408,静安,"121.444579,31.223408"
121.447019,31.227384,静安,"121.447019,31.227384"
121.461814,31.227862,静安,"121.461814,31.227862"
121.447019,31.227384,静安,"121.447019,31.227384"
121.457217,31.2267,静安,"121.457217,31.2267"
121.444684,31.230394,静安,"121.444684,31.230394"
121.44495,31.222726,静安,"121.44495,31.222726"
121.461814,31.227862,静安,"121.461814,31.227862"
121.4509765,31.22250165,静安,"121.4509765,31.22250165"
121.4518,31.223884,静安,"121.4518,31.223884"
121.444212,31.224409,静安,"121.444212,31.224409"
121.444212,31.224409,静安,"121.444212,31.224409"
121.444183,31.224727,静安,"121.444183,31.224727"
121.447019,31.227384,静安,"121.447019,31.227384"
121.457793,31.22601097,静安,"121.457793,31.22601097"
121.447019,31.227384,静安,"121.447019,31.227384"
121.4533576,31.22713986,静安,"121.4533576,31.22713986"
121.444684,31.230394,静安,"121.444684,31.230394"
121.44914,31.228997,静安,"121.44914,31.228997"
121.44914,31.228997,静安,"121.44914,31.228997"
121.444212,31.224409,静安,"121.444212,31.224409"
121.447019,31.227384,静安,"121.447019,31.227384"
121.461814,31.227862,静安,"121.461814,31.227862"
121.44495,31.222726,静安,"121.44495,31.222726"
121.444684,31.230394,静安,"121.444684,31.230394"
121.44914,31.228997,静安,"121.44914,31.228997"
121.452185,31.224987,静安,"121.452185,31.224987"
121.449301,31.233639,静安,"121.449301,31.233639"
121.449301,31.233639,静安,"121.449301,31.233639"
121.444212,31.224409,静安,"121.444212,31.224409"
121.444212,31.224409,静安,"121.444212,31.224409"
121.461814,31.227862,静安,"121.461814,31.227862"
121.445993,31.221789,静安,"121.445993,31.221789"
121.444212,31.224409,静安,"121.444212,31.224409"
121.4477718,31.23008092,静安,"121.4477718,31.23008092"
121.460991,31.229092,静安,"121.460991,31.229092"
121.45253,31.23276,静安,"121.45253,31.23276"
121.4518,31.223884,静安,"121.4518,31.223884"
121.449301,31.233639,静安,"121.449301,31.233639"
121.447019,31.227384,静安,"121.447019,31.227384"
121.449489,31.229749,静安,"121.449489,31.229749"
121.4535723,31.24241524,静安,"121.4535723,31.24241524"
121.455406,31.238207,静安,"121.455406,31.238207"
121.449044,31.24535,静安,"121.449044,31.24535"
121.456503,31.242816,静安,"121.456503,31.242816"
121.4578591,31.24199792,静安,"121.4578591,31.24199792"
121.452888,31.235889,静安,"121.452888,31.235889"
121.453471,31.24222347,静安,"121.453471,31.24222347"
121.454594,31.242446,静安,"121.454594,31.242446"
121.453554,31.237327,静安,"121.453554,31.237327"
121.450935,31.245894,静安,"121.450935,31.245894"
121.455999,31.246901,静安,"121.455999,31.246901"
121.4479521,31.24203576,静安,"121.4479521,31.24203576"
121.456503,31.242816,静安,"121.456503,31.242816"
121.448116,31.240112,静安,"121.448116,31.240112"
121.446261,31.243516,静安,"121.446261,31.243516"
121.448116,31.240112,静安,"121.448116,31.240112"
121.451623,31.243936,静安,"121.451623,31.243936"
121.446261,31.243516,静安,"121.446261,31.243516"
121.4480612,31.24185159,静安,"121.4480612,31.24185159"
121.450935,31.245894,静安,"121.450935,31.245894"
121.456715,31.24049447,静安,"121.456715,31.24049447"
121.453771,31.246567,静安,"121.453771,31.246567"
121.457548,31.244817,静安,"121.457548,31.244817"
121.447381,31.2445654,静安,"121.447381,31.2445654"
121.451716,31.241237,静安,"121.451716,31.241237"
121.4466758,31.24216404,静安,"121.4466758,31.24216404"
121.453554,31.237327,静安,"121.453554,31.237327"
121.45346,31.241146,静安,"121.45346,31.241146"
121.455999,31.246901,静安,"121.455999,31.246901"
121.450246,31.242065,静安,"121.450246,31.242065"
121.454594,31.242446,静安,"121.454594,31.242446"
121.446261,31.243516,静安,"121.446261,31.243516"
121.456503,31.242816,静安,"121.456503,31.242816"
121.450355,31.241062,静安,"121.450355,31.241062"
121.450355,31.241062,静安,"121.450355,31.241062"
121.450935,31.245894,静安,"121.450935,31.245894"
121.450935,31.245894,静安,"121.450935,31.245894"
121.453471,31.24222347,静安,"121.453471,31.24222347"
121.451634,31.244875,静安,"121.451634,31.244875"
121.448867,31.243884,静安,"121.448867,31.243884"
121.4494561,31.23835316,静安,"121.4494561,31.23835316"
121.451716,31.241237,静安,"121.451716,31.241237"
121.450611,31.242035,静安,"121.450611,31.242035"
121.452888,31.235889,静安,"121.452888,31.235889"
121.458881,31.240536,静安,"121.458881,31.240536"
121.453471,31.24222347,静安,"121.453471,31.24222347"
121.455575,31.239626,静安,"121.455575,31.239626"
121.452888,31.235889,静安,"121.452888,31.235889"
121.451634,31.244875,静安,"121.451634,31.244875"
121.459122,31.240071,静安,"121.459122,31.240071"
121.452888,31.235889,静安,"121.452888,31.235889"
121.448867,31.243884,静安,"121.448867,31.243884"
121.451716,31.241237,静安,"121.451716,31.241237"
121.455406,31.238207,静安,"121.455406,31.238207"
121.448867,31.243884,静安,"121.448867,31.243884"
121.453554,31.237327,静安,"121.453554,31.237327"
121.453471,31.24222347,静安,"121.453471,31.24222347"
121.452888,31.235889,静安,"121.452888,31.235889"
121.451634,31.244875,静安,"121.451634,31.244875"
121.455406,31.238207,静安,"121.455406,31.238207"
121.453554,31.237327,静安,"121.453554,31.237327"
121.450935,31.245894,静安,"121.450935,31.245894"
121.448867,31.243884,静安,"121.448867,31.243884"
121.453559,31.239047,静安,"121.453559,31.239047"
121.446261,31.243516,静安,"121.446261,31.243516"
121.4605494,31.24419004,静安,"121.4605494,31.24419004"
121.453554,31.237327,静安,"121.453554,31.237327"
121.459791,31.24654,静安,"121.459791,31.24654"
121.450935,31.245894,静安,"121.450935,31.245894"
121.453554,31.237327,静安,"121.453554,31.237327"
121.453554,31.237327,静安,"121.453554,31.237327"
121.455406,31.238207,静安,"121.455406,31.238207"
121.450935,31.245894,静安,"121.450935,31.245894"
121.453554,31.237327,静安,"121.453554,31.237327"
121.4479521,31.24203576,静安,"121.4479521,31.24203576"
121.448116,31.240112,静安,"121.448116,31.240112"
121.455406,31.238207,静安,"121.455406,31.238207"
121.448116,31.240112,静安,"121.448116,31.240112"
121.452888,31.235889,静安,"121.452888,31.235889"
121.4494561,31.23835316,静安,"121.4494561,31.23835316"
121.453559,31.239047,静安,"121.453559,31.239047"
121.448867,31.243884,静安,"121.448867,31.243884"
121.454289,31.240592,静安,"121.454289,31.240592"
121.454282,31.239738,静安,"121.454282,31.239738"
121.453559,31.239047,静安,"121.453559,31.239047"
121.450638,31.244385,静安,"121.450638,31.244385"
121.4563058,31.24892469,静安,"121.4563058,31.24892469"
121.453559,31.239047,静安,"121.453559,31.239047"
121.450935,31.245894,静安,"121.450935,31.245894"
121.453554,31.237327,静安,"121.453554,31.237327"
121.453559,31.239047,静安,"121.453559,31.239047"
121.453554,31.237327,静安,"121.453554,31.237327"
121.449044,31.24535,静安,"121.449044,31.24535"
121.454594,31.242446,静安,"121.454594,31.242446"
121.457416,31.24139248,静安,"121.457416,31.24139248"
121.451716,31.241237,静安,"121.451716,31.241237"
121.453554,31.237327,静安,"121.453554,31.237327"
121.45196,31.242423,静安,"121.45196,31.242423"
121.451716,31.241237,静安,"121.451716,31.241237"
121.457264,31.248132,静安,"121.457264,31.248132"
121.451634,31.244875,静安,"121.451634,31.244875"
121.4618046,31.24435626,静安,"121.4618046,31.24435626"
121.4560571,31.23933891,静安,"121.4560571,31.23933891"
121.45196,31.242423,静安,"121.45196,31.242423"
121.4480612,31.24185159,静安,"121.4480612,31.24185159"
121.451716,31.241237,静安,"121.451716,31.241237"
121.459791,31.24654,静安,"121.459791,31.24654"
121.457264,31.248132,静安,"121.457264,31.248132"
121.457264,31.248132,静安,"121.457264,31.248132"
121.453559,31.239047,静安,"121.453559,31.239047"
121.455406,31.238207,静安,"121.455406,31.238207"
121.453471,31.24222347,静安,"121.453471,31.24222347"
121.453554,31.237327,静安,"121.453554,31.237327"
121.453559,31.239047,静安,"121.453559,31.239047"
121.459791,31.24654,静安,"121.459791,31.24654"
121.450935,31.245894,静安,"121.450935,31.245894"
121.453554,31.237327,静安,"121.453554,31.237327"
121.451716,31.241237,静安,"121.451716,31.241237"
121.451716,31.241237,静安,"121.451716,31.241237"
121.45171,31.246688,静安,"121.45171,31.246688"
121.45687,31.242465,静安,"121.45687,31.242465"
121.453554,31.237327,静安,"121.453554,31.237327"
121.4618046,31.24435626,静安,"121.4618046,31.24435626"
121.448116,31.240112,静安,"121.448116,31.240112"
121.453559,31.239047,静安,"121.453559,31.239047"
121.451716,31.241237,静安,"121.451716,31.241237"
121.452998,31.24534344,静安,"121.452998,31.24534344"
121.451716,31.241237,静安,"121.451716,31.241237"
121.45806,31.241463,静安,"121.45806,31.241463"
121.448867,31.243884,静安,"121.448867,31.243884"
121.453554,31.237327,静安,"121.453554,31.237327"
121.453654,31.243258,静安,"121.453654,31.243258"
121.449291,31.240271,静安,"121.449291,31.240271"
121.451716,31.241237,静安,"121.451716,31.241237"
121.455406,31.238207,静安,"121.455406,31.238207"
121.448116,31.240112,静安,"121.448116,31.240112"
121.453559,31.239047,静安,"121.453559,31.239047"
121.448867,31.243884,静安,"121.448867,31.243884"
121.448867,31.243884,静安,"121.448867,31.243884"
121.453559,31.239047,静安,"121.453559,31.239047"
121.4512276,31.23701172,静安,"121.4512276,31.23701172"
121.453554,31.237327,静安,"121.453554,31.237327"
121.453559,31.239047,静安,"121.453559,31.239047"
121.453559,31.239047,静安,"121.453559,31.239047"
121.452888,31.235889,静安,"121.452888,31.235889"
121.448867,31.243884,静安,"121.448867,31.243884"
121.4585124,31.24101781,静安,"121.4585124,31.24101781"
121.448116,31.240112,静安,"121.448116,31.240112"
121.449291,31.240271,静安,"121.449291,31.240271"
121.451623,31.243936,静安,"121.451623,31.243936"
121.453559,31.239047,静安,"121.453559,31.239047"
121.449291,31.240271,静安,"121.449291,31.240271"
121.459791,31.24654,静安,"121.459791,31.24654"
121.453559,31.239047,静安,"121.453559,31.239047"
121.452745,31.24432,静安,"121.452745,31.24432"
121.45171,31.246688,静安,"121.45171,31.246688"
121.453559,31.239047,静安,"121.453559,31.239047"
121.451716,31.241237,静安,"121.451716,31.241237"
121.450935,31.245894,静安,"121.450935,31.245894"
121.451716,31.241237,静安,"121.451716,31.241237"
121.453654,31.243258,静安,"121.453654,31.243258"
121.45271,31.24160661,静安,"121.45271,31.24160661"
121.45196,31.242423,静安,"121.45196,31.242423"
121.45687,31.242465,静安,"121.45687,31.242465"
121.452745,31.24432,静安,"121.452745,31.24432"
121.454282,31.239738,静安,"121.454282,31.239738"
121.450935,31.245894,静安,"121.450935,31.245894"
121.448867,31.243884,静安,"121.448867,31.243884"
121.457548,31.244817,静安,"121.457548,31.244817"
121.456521,31.240577,静安,"121.456521,31.240577"
121.449044,31.24535,静安,"121.449044,31.24535"
121.45346,31.241146,静安,"121.45346,31.241146"
121.45346,31.241146,静安,"121.45346,31.241146"
121.457264,31.248132,静安,"121.457264,31.248132"
121.446261,31.243516,静安,"121.446261,31.243516"
121.450641,31.244232,静安,"121.450641,31.244232"
121.458881,31.240536,静安,"121.458881,31.240536"
121.451623,31.243936,静安,"121.451623,31.243936"
121.450641,31.244232,静安,"121.450641,31.244232"
121.450641,31.244232,静安,"121.450641,31.244232"
121.453554,31.237327,静安,"121.453554,31.237327"
121.451623,31.243936,静安,"121.451623,31.243936"
121.450641,31.244232,静安,"121.450641,31.244232"
121.450641,31.244232,静安,"121.450641,31.244232"
121.448867,31.243884,静安,"121.448867,31.243884"
121.453554,31.237327,静安,"121.453554,31.237327"
121.448867,31.243884,静安,"121.448867,31.243884"
121.450641,31.244232,静安,"121.450641,31.244232"
121.451623,31.243936,静安,"121.451623,31.243936"
121.448867,31.243884,静安,"121.448867,31.243884"
121.453554,31.237327,静安,"121.453554,31.237327"
121.449044,31.24535,静安,"121.449044,31.24535"
121.459791,31.24654,静安,"121.459791,31.24654"
121.451716,31.241237,静安,"121.451716,31.241237"
121.455406,31.238207,静安,"121.455406,31.238207"
121.4466758,31.24216404,静安,"121.4466758,31.24216404"
121.457356,31.234076,静安,"121.457356,31.234076"
121.4574548,31.2373644,静安,"121.4574548,31.2373644"
121.4635899,31.23753136,静安,"121.4635899,31.23753136"
121.4635899,31.23753136,静安,"121.4635899,31.23753136"
121.459686,31.240443,静安,"121.459686,31.240443"
121.457356,31.234076,静安,"121.457356,31.234076"
121.459686,31.240443,静安,"121.459686,31.240443"
121.4654349,31.24343441,静安,"121.4654349,31.24343441"
121.471921,31.239668,静安,"121.471921,31.239668"
121.459686,31.240443,静安,"121.459686,31.240443"
121.456768,31.23495932,静安,"121.456768,31.23495932"
121.461215,31.234486,静安,"121.461215,31.234486"
121.464737,31.241044,静安,"121.464737,31.241044"
121.471158,31.2338571,静安,"121.471158,31.2338571"
121.461215,31.234486,静安,"121.461215,31.234486"
121.457356,31.234076,静安,"121.457356,31.234076"
121.4683274,31.23815668,静安,"121.4683274,31.23815668"
121.4640334,31.23902652,静安,"121.4640334,31.23902652"
121.457356,31.234076,静安,"121.457356,31.234076"
121.4596068,31.238674,静安,"121.4596068,31.238674"
121.461215,31.234486,静安,"121.461215,31.234486"
121.470024,31.232325,静安,"121.470024,31.232325"
121.459686,31.240443,静安,"121.459686,31.240443"
121.459686,31.240443,静安,"121.459686,31.240443"
121.471921,31.239668,静安,"121.471921,31.239668"
121.471921,31.239668,静安,"121.471921,31.239668"
121.4683014,31.23738929,静安,"121.4683014,31.23738929"
121.471835,31.232529,静安,"121.471835,31.232529"
121.466294,31.244124,静安,"121.466294,31.244124"
121.4668993,31.2367301,静安,"121.4668993,31.2367301"
121.461215,31.234486,静安,"121.461215,31.234486"
121.464737,31.241044,静安,"121.464737,31.241044"
121.471835,31.232529,静安,"121.471835,31.232529"
121.471835,31.232529,静安,"121.471835,31.232529"
121.464737,31.241044,静安,"121.464737,31.241044"
121.45872,31.23542,静安,"121.45872,31.23542"
121.463004,31.232786,静安,"121.463004,31.232786"
121.4618816,31.2358138,静安,"121.4618816,31.2358138"
121.465076,31.243432,静安,"121.465076,31.243432"
121.461215,31.234486,静安,"121.461215,31.234486"
121.457356,31.234076,静安,"121.457356,31.234076"
121.4654201,31.2364192,静安,"121.4654201,31.2364192"
121.461215,31.234486,静安,"121.461215,31.234486"
121.471921,31.239668,静安,"121.471921,31.239668"
121.4629722,31.23953118,静安,"121.4629722,31.23953118"
121.461353,31.242238,静安,"121.461353,31.242238"
121.4680785,31.23172984,静安,"121.4680785,31.23172984"
121.464737,31.241044,静安,"121.464737,31.241044"
121.459686,31.240443,静安,"121.459686,31.240443"
121.471835,31.232529,静安,"121.471835,31.232529"
121.457356,31.234076,静安,"121.457356,31.234076"
121.465076,31.243432,静安,"121.465076,31.243432"
121.457356,31.234076,静安,"121.457356,31.234076"
121.465737,31.239547,静安,"121.465737,31.239547"
121.461215,31.234486,静安,"121.461215,31.234486"
121.465076,31.243432,静安,"121.465076,31.243432"
121.471921,31.239668,静安,"121.471921,31.239668"
121.462509,31.240794,静安,"121.462509,31.240794"
